LSTM 語言模型訓練日誌
啟動時間: 2026-06-04 11:34:49.841177
vocab_size=1675, embed_size=128, hidden_size=128, num_layers=2, dropout=0.3
batch_size=64, lr=0.001, sequence_length=20, val_split=0.1, clip_grad_norm=1.0, min_freq=3, rep_penalty=1.2
================================================================================
 epoch | train_loss |   val_loss |           lr |  grad_norm |                 time
   268 |     2.9529 |     4.9493 |   0.00001000 |     3.8202 |  2026-06-04 11:43:01
   269 |     2.9471 |     4.9490 |   0.00001000 |     3.3370 |  2026-06-04 11:43:03
   270 |     2.9532 |     4.9490 |   0.00001000 |     3.7655 |  2026-06-04 11:43:05
   271 |     2.9494 |     4.9488 |   0.00001000 |     3.3539 |  2026-06-04 11:43:08
   272 |     2.9495 |     4.9487 |   0.00001000 |     3.0728 |  2026-06-04 11:43:10
   273 |     2.9452 |     4.9489 |   0.00001000 |     3.5580 |  2026-06-04 11:43:13
   274 |     2.9468 |     4.9485 |   0.00001000 |     3.6155 |  2026-06-04 11:43:15
   275 |     2.9482 |     4.9488 |   0.00001000 |     3.2440 |  2026-06-04 11:43:18
   276 |     2.9484 |     4.9484 |   0.00001000 |     3.7858 |  2026-06-04 11:43:19
   277 |     2.9392 |     4.9491 |   0.00001000 |     2.7439 |  2026-06-04 11:43:21
   278 |     2.9435 |     4.9490 |   0.00001000 |     3.2280 |  2026-06-04 11:43:23
   279 |     2.9464 |     4.9490 |   0.00001000 |     3.9782 |  2026-06-04 11:43:25
   280 |     2.9463 |     4.9493 |   0.00001000 |     3.1321 |  2026-06-04 11:43:27
   281 |     2.9409 |     4.9491 |   0.00001000 |     3.1374 |  2026-06-04 11:43:29
   282 |     2.9375 |     4.9499 |   0.00001000 |     3.8169 |  2026-06-04 11:43:30
   283 |     2.9409 |     4.9497 |   0.00001000 |     3.9480 |  2026-06-04 11:43:32
   284 |     2.9463 |     4.9498 |   0.00001000 |     3.7249 |  2026-06-04 11:43:34
   285 |     2.9411 |     4.9498 |   0.00001000 |     3.4165 |  2026-06-04 11:43:36
   286 |     2.9442 |     4.9496 |   0.00001000 |     3.1941 |  2026-06-04 11:43:38
   287 |     2.9416 |     4.9501 |   0.00001000 |     3.2405 |  2026-06-04 11:43:40
   288 |     2.9468 |     4.9502 |   0.00001000 |     3.1058 |  2026-06-04 11:43:42
   289 |     2.9412 |     4.9501 |   0.00001000 |     3.4850 |  2026-06-04 11:43:44
   290 |     2.9481 |     4.9505 |   0.00001000 |     3.7191 |  2026-06-04 11:43:46
   291 |     2.9461 |     4.9505 |   0.00001000 |     3.4042 |  2026-06-04 11:43:48
   292 |     2.9434 |     4.9500 |   0.00001000 |     3.5524 |  2026-06-04 11:43:49
   293 |     2.9374 |     4.9501 |   0.00001000 |     3.7859 |  2026-06-04 11:43:51
   294 |     2.9417 |     4.9504 |   0.00001000 |     3.5755 |  2026-06-04 11:43:52
   295 |     2.9407 |     4.9499 |   0.00001000 |     3.9809 |  2026-06-04 11:43:54
   296 |     2.9439 |     4.9500 |   0.00001000 |     3.0009 |  2026-06-04 11:43:56
   297 |     2.9377 |     4.9505 |   0.00001000 |     3.6192 |  2026-06-04 11:43:58
   298 |     2.9385 |     4.9500 |   0.00001000 |     3.8739 |  2026-06-04 11:43:59
   299 |     2.9367 |     4.9504 |   0.00001000 |     3.4079 |  2026-06-04 11:44:01
   300 |     2.9377 |     4.9505 |   0.00001000 |     3.1996 |  2026-06-04 11:44:02
   301 |     2.9470 |     4.9505 |   0.00001000 |     3.6493 |  2026-06-04 11:44:04
   302 |     2.9375 |     4.9503 |   0.00001000 |     3.1635 |  2026-06-04 11:44:06
   303 |     2.9382 |     4.9503 |   0.00001000 |     3.8221 |  2026-06-04 11:44:08
   304 |     2.9417 |     4.9503 |   0.00001000 |     3.3808 |  2026-06-04 11:44:09
   305 |     2.9406 |     4.9506 |   0.00001000 |     3.5406 |  2026-06-04 11:44:11
   306 |     2.9434 |     4.9504 |   0.00001000 |     3.4429 |  2026-06-04 11:44:13
   307 |     2.9383 |     4.9506 |   0.00001000 |     3.6557 |  2026-06-04 11:44:15
   308 |     2.9413 |     4.9508 |   0.00001000 |     4.0379 |  2026-06-04 11:44:17
   309 |     2.9301 |     4.9510 |   0.00001000 |     3.3480 |  2026-06-04 11:44:19
   310 |     2.9334 |     4.9513 |   0.00001000 |     3.3295 |  2026-06-04 11:44:20
   311 |     2.9353 |     4.9512 |   0.00001000 |     3.4718 |  2026-06-04 11:44:21
   312 |     2.9302 |     4.9516 |   0.00001000 |     3.4310 |  2026-06-04 11:44:23
   313 |     2.9388 |     4.9513 |   0.00001000 |     3.1407 |  2026-06-04 11:44:25
   314 |     2.9305 |     4.9515 |   0.00001000 |     3.1076 |  2026-06-04 11:44:27
   315 |     2.9344 |     4.9524 |   0.00001000 |     3.3751 |  2026-06-04 11:44:28
   316 |     2.9380 |     4.9520 |   0.00001000 |     3.3787 |  2026-06-04 11:44:30
   317 |     2.9323 |     4.9518 |   0.00001000 |     3.5389 |  2026-06-04 11:44:32
   318 |     2.9332 |     4.9516 |   0.00001000 |     3.4607 |  2026-06-04 11:44:34
   319 |     2.9376 |     4.9521 |   0.00001000 |     2.7857 |  2026-06-04 11:44:36
   320 |     2.9314 |     4.9521 |   0.00001000 |     3.1383 |  2026-06-04 11:44:38
   321 |     2.9266 |     4.9521 |   0.00001000 |     3.2019 |  2026-06-04 11:44:39
   322 |     2.9304 |     4.9524 |   0.00001000 |     3.3170 |  2026-06-04 11:44:41
   323 |     2.9306 |     4.9526 |   0.00001000 |     4.4020 |  2026-06-04 11:44:43
   324 |     2.9379 |     4.9529 |   0.00001000 |     3.5787 |  2026-06-04 11:44:44
   325 |     2.9349 |     4.9523 |   0.00001000 |     3.5492 |  2026-06-04 11:44:46
   326 |     2.9326 |     4.9527 |   0.00001000 |     3.5129 |  2026-06-04 11:44:47
   327 |     2.9239 |     4.9527 |   0.00001000 |     3.2308 |  2026-06-04 11:44:48
   328 |     2.9354 |     4.9525 |   0.00001000 |     3.1380 |  2026-06-04 11:44:50
   329 |     2.9267 |     4.9526 |   0.00001000 |     3.2451 |  2026-06-04 11:44:51
   330 |     2.9347 |     4.9520 |   0.00001000 |     4.0310 |  2026-06-04 11:44:52
   331 |     2.9228 |     4.9526 |   0.00001000 |     3.6459 |  2026-06-04 11:44:54
   332 |     2.9321 |     4.9527 |   0.00001000 |     3.7711 |  2026-06-04 11:44:55
   333 |     2.9340 |     4.9530 |   0.00001000 |     3.7268 |  2026-06-04 11:44:57
   334 |     2.9319 |     4.9534 |   0.00001000 |     3.1375 |  2026-06-04 11:44:58
   335 |     2.9259 |     4.9527 |   0.00001000 |     3.5735 |  2026-06-04 11:44:59
   336 |     2.9296 |     4.9527 |   0.00001000 |     3.5932 |  2026-06-04 11:45:01
   337 |     2.9246 |     4.9533 |   0.00001000 |     3.0233 |  2026-06-04 11:45:02
   338 |     2.9301 |     4.9533 |   0.00001000 |     2.9741 |  2026-06-04 11:45:03
   339 |     2.9239 |     4.9538 |   0.00001000 |     3.3255 |  2026-06-04 11:45:05
   340 |     2.9304 |     4.9536 |   0.00001000 |     3.4948 |  2026-06-04 11:45:06
   341 |     2.9302 |     4.9536 |   0.00001000 |     3.4202 |  2026-06-04 11:45:07
   342 |     2.9321 |     4.9542 |   0.00001000 |     3.6139 |  2026-06-04 11:45:09
   343 |     2.9267 |     4.9542 |   0.00001000 |     3.3903 |  2026-06-04 11:45:10
   344 |     2.9250 |     4.9544 |   0.00001000 |     3.4588 |  2026-06-04 11:45:11
   345 |     2.9229 |     4.9546 |   0.00001000 |     3.7229 |  2026-06-04 11:45:13
   346 |     2.9292 |     4.9539 |   0.00001000 |     3.8233 |  2026-06-04 11:45:14
   347 |     2.9262 |     4.9536 |   0.00001000 |     3.8525 |  2026-06-04 11:45:16
   348 |     2.9328 |     4.9541 |   0.00001000 |     3.6796 |  2026-06-04 11:45:18
   349 |     2.9280 |     4.9547 |   0.00001000 |     3.2459 |  2026-06-04 11:45:19
   350 |     2.9249 |     4.9542 |   0.00001000 |     3.3296 |  2026-06-04 11:45:20
   351 |     2.9355 |     4.9538 |   0.00001000 |     3.3998 |  2026-06-04 11:45:22
   352 |     2.9329 |     4.9541 |   0.00001000 |     3.7060 |  2026-06-04 11:45:23
   353 |     2.9233 |     4.9543 |   0.00001000 |     3.8106 |  2026-06-04 11:45:24
   354 |     2.9281 |     4.9542 |   0.00001000 |     3.3067 |  2026-06-04 11:45:26
   355 |     2.9191 |     4.9545 |   0.00001000 |     3.5238 |  2026-06-04 11:45:27
   356 |     2.9252 |     4.9541 |   0.00001000 |     3.4004 |  2026-06-04 11:45:28
   357 |     2.9194 |     4.9546 |   0.00001000 |     3.7116 |  2026-06-04 11:45:30
   358 |     2.9233 |     4.9545 |   0.00001000 |     3.5430 |  2026-06-04 11:45:31
   359 |     2.9258 |     4.9547 |   0.00001000 |     3.5372 |  2026-06-04 11:45:32
   360 |     2.9279 |     4.9544 |   0.00001000 |     3.7251 |  2026-06-04 11:45:34
   361 |     2.9192 |     4.9543 |   0.00001000 |     3.5621 |  2026-06-04 11:45:35
   362 |     2.9265 |     4.9541 |   0.00001000 |     3.3000 |  2026-06-04 11:45:37
   363 |     2.9253 |     4.9546 |   0.00001000 |     3.8379 |  2026-06-04 11:45:38
   364 |     2.9265 |     4.9544 |   0.00001000 |     3.5200 |  2026-06-04 11:45:39
   365 |     2.9245 |     4.9545 |   0.00001000 |     3.6133 |  2026-06-04 11:45:41
   366 |     2.9262 |     4.9544 |   0.00001000 |     3.6188 |  2026-06-04 11:45:42
   367 |     2.9244 |     4.9536 |   0.00001000 |     3.6648 |  2026-06-04 11:45:44
   368 |     2.9259 |     4.9548 |   0.00001000 |     3.3027 |  2026-06-04 11:45:47
   369 |     2.9206 |     4.9550 |   0.00001000 |     3.5568 |  2026-06-04 11:45:49
   370 |     2.9188 |     4.9550 |   0.00001000 |     3.4640 |  2026-06-04 11:45:52
   371 |     2.9246 |     4.9552 |   0.00001000 |     3.0977 |  2026-06-04 11:45:54
   372 |     2.9272 |     4.9558 |   0.00001000 |     3.5754 |  2026-06-04 11:45:55
   373 |     2.9158 |     4.9555 |   0.00001000 |     3.1543 |  2026-06-04 11:45:57
   374 |     2.9209 |     4.9553 |   0.00001000 |     3.3139 |  2026-06-04 11:45:58
   375 |     2.9169 |     4.9555 |   0.00001000 |     3.6192 |  2026-06-04 11:45:59
   376 |     2.9193 |     4.9558 |   0.00001000 |     3.4458 |  2026-06-04 11:46:01
   377 |     2.9288 |     4.9555 |   0.00001000 |     2.9625 |  2026-06-04 11:46:02
   378 |     2.9206 |     4.9553 |   0.00001000 |     3.0881 |  2026-06-04 11:46:03
   379 |     2.9234 |     4.9557 |   0.00001000 |     3.5026 |  2026-06-04 11:46:05
   380 |     2.9234 |     4.9557 |   0.00001000 |     3.0431 |  2026-06-04 11:46:06
   381 |     2.9182 |     4.9559 |   0.00001000 |     3.0019 |  2026-06-04 11:46:08
   382 |     2.9180 |     4.9561 |   0.00001000 |     4.2132 |  2026-06-04 11:46:10
   383 |     2.9158 |     4.9565 |   0.00001000 |     3.1277 |  2026-06-04 11:46:12
   384 |     2.9215 |     4.9570 |   0.00001000 |     3.3705 |  2026-06-04 11:46:14
   385 |     2.9179 |     4.9565 |   0.00001000 |     3.2810 |  2026-06-04 11:46:16
   386 |     2.9159 |     4.9570 |   0.00001000 |     3.4922 |  2026-06-04 11:46:18
   387 |     2.9192 |     4.9562 |   0.00001000 |     3.5868 |  2026-06-04 11:46:19
   388 |     2.9116 |     4.9559 |   0.00001000 |     2.8469 |  2026-06-04 11:46:21
   389 |     2.9172 |     4.9568 |   0.00001000 |     3.3338 |  2026-06-04 11:46:23
   390 |     2.9193 |     4.9576 |   0.00001000 |     3.3377 |  2026-06-04 11:46:25
   391 |     2.9097 |     4.9572 |   0.00001000 |     2.8895 |  2026-06-04 11:46:26
   392 |     2.9101 |     4.9576 |   0.00001000 |     3.0419 |  2026-06-04 11:46:28
   393 |     2.9126 |     4.9577 |   0.00001000 |     3.1475 |  2026-06-04 11:46:29
   394 |     2.9150 |     4.9571 |   0.00001000 |     3.8658 |  2026-06-04 11:46:30
   395 |     2.9132 |     4.9580 |   0.00001000 |     3.0412 |  2026-06-04 11:46:32
   396 |     2.9116 |     4.9582 |   0.00001000 |     3.3974 |  2026-06-04 11:46:33
   397 |     2.9116 |     4.9588 |   0.00001000 |     3.1225 |  2026-06-04 11:46:34
   398 |     2.9202 |     4.9586 |   0.00001000 |     3.5133 |  2026-06-04 11:46:36
   399 |     2.9159 |     4.9578 |   0.00001000 |     3.3241 |  2026-06-04 11:46:37
   400 |     2.9134 |     4.9583 |   0.00001000 |     3.6048 |  2026-06-04 11:46:38
   401 |     2.9199 |     4.9586 |   0.00001000 |     3.9011 |  2026-06-04 11:46:40
   402 |     2.9043 |     4.9585 |   0.00001000 |     3.5290 |  2026-06-04 11:46:41
   403 |     2.9210 |     4.9580 |   0.00001000 |     3.6826 |  2026-06-04 11:46:43
   404 |     2.9109 |     4.9581 |   0.00001000 |     3.3683 |  2026-06-04 11:46:44
   405 |     2.9049 |     4.9582 |   0.00001000 |     3.4073 |  2026-06-04 11:46:46
   406 |     2.9022 |     4.9587 |   0.00001000 |     3.3665 |  2026-06-04 11:46:48
   407 |     2.9105 |     4.9584 |   0.00001000 |     3.1280 |  2026-06-04 11:46:50
   408 |     2.9148 |     4.9587 |   0.00001000 |     3.4301 |  2026-06-04 11:46:51
   409 |     2.9095 |     4.9590 |   0.00001000 |     3.3951 |  2026-06-04 11:46:53
   410 |     2.9115 |     4.9589 |   0.00001000 |     4.0722 |  2026-06-04 11:46:55
   411 |     2.9089 |     4.9594 |   0.00001000 |     3.0151 |  2026-06-04 11:46:56
   412 |     2.9054 |     4.9591 |   0.00001000 |     3.0338 |  2026-06-04 11:46:58
   413 |     2.9181 |     4.9581 |   0.00001000 |     3.4049 |  2026-06-04 11:46:59
   414 |     2.9037 |     4.9583 |   0.00001000 |     3.8641 |  2026-06-04 11:47:00
   415 |     2.9098 |     4.9579 |   0.00001000 |     3.4599 |  2026-06-04 11:47:02
   416 |     2.9050 |     4.9578 |   0.00001000 |     3.4593 |  2026-06-04 11:47:03
   417 |     2.9093 |     4.9577 |   0.00001000 |     3.8040 |  2026-06-04 11:47:04
   418 |     2.9129 |     4.9579 |   0.00001000 |     3.8495 |  2026-06-04 11:47:06
   419 |     2.9028 |     4.9582 |   0.00001000 |     3.9750 |  2026-06-04 11:47:07
   420 |     2.9102 |     4.9582 |   0.00001000 |     3.6089 |  2026-06-04 11:47:08
   421 |     2.9124 |     4.9581 |   0.00001000 |     3.8538 |  2026-06-04 11:47:10
   422 |     2.9069 |     4.9575 |   0.00001000 |     3.0891 |  2026-06-04 11:47:13
   423 |     2.9018 |     4.9584 |   0.00001000 |     3.0422 |  2026-06-04 11:47:15
   424 |     2.9033 |     4.9591 |   0.00001000 |     3.2015 |  2026-06-04 11:47:17
   425 |     2.9008 |     4.9594 |   0.00001000 |     3.2291 |  2026-06-04 11:47:19
   426 |     2.9052 |     4.9596 |   0.00001000 |     3.6413 |  2026-06-04 11:47:21
   427 |     2.9050 |     4.9593 |   0.00001000 |     3.3180 |  2026-06-04 11:47:23
   428 |     2.9031 |     4.9597 |   0.00001000 |     3.8598 |  2026-06-04 11:47:25
   429 |     2.9036 |     4.9596 |   0.00001000 |     3.5444 |  2026-06-04 11:47:28
   430 |     2.9037 |     4.9598 |   0.00001000 |     3.1392 |  2026-06-04 11:47:30
   431 |     2.9030 |     4.9600 |   0.00001000 |     2.9634 |  2026-06-04 11:47:33
   432 |     2.9109 |     4.9596 |   0.00001000 |     3.2990 |  2026-06-04 11:47:35
   433 |     2.9119 |     4.9595 |   0.00001000 |     3.5804 |  2026-06-04 11:47:38
   434 |     2.9034 |     4.9599 |   0.00001000 |     3.3072 |  2026-06-04 11:47:40
   435 |     2.9024 |     4.9602 |   0.00001000 |     3.4299 |  2026-06-04 11:47:43
   436 |     2.9061 |     4.9602 |   0.00001000 |     3.4068 |  2026-06-04 11:47:45
   437 |     2.9060 |     4.9610 |   0.00001000 |     3.6512 |  2026-06-04 11:47:47
   438 |     2.8965 |     4.9610 |   0.00001000 |     3.2199 |  2026-06-04 11:47:49
   439 |     2.8982 |     4.9614 |   0.00001000 |     3.4501 |  2026-06-04 11:47:50
   440 |     2.9069 |     4.9606 |   0.00001000 |     3.5467 |  2026-06-04 11:47:51
   441 |     2.9041 |     4.9607 |   0.00001000 |     3.0476 |  2026-06-04 11:47:53
   442 |     2.9002 |     4.9609 |   0.00001000 |     3.2299 |  2026-06-04 11:47:54
   443 |     2.8995 |     4.9614 |   0.00001000 |     3.4426 |  2026-06-04 11:47:55
   444 |     2.8958 |     4.9616 |   0.00001000 |     4.0673 |  2026-06-04 11:47:57
   445 |     2.9064 |     4.9610 |   0.00001000 |     3.4811 |  2026-06-04 11:47:58
   446 |     2.8982 |     4.9608 |   0.00001000 |     3.3084 |  2026-06-04 11:48:00
   447 |     2.8992 |     4.9607 |   0.00001000 |     3.9196 |  2026-06-04 11:48:02
   448 |     2.8994 |     4.9605 |   0.00001000 |     3.6797 |  2026-06-04 11:48:03
   449 |     2.9056 |     4.9606 |   0.00001000 |     2.4738 |  2026-06-04 11:48:04
   450 |     2.9001 |     4.9610 |   0.00001000 |     3.4929 |  2026-06-04 11:48:06
   451 |     2.8987 |     4.9617 |   0.00001000 |     3.6456 |  2026-06-04 11:48:07
   452 |     2.8971 |     4.9616 |   0.00001000 |     3.6424 |  2026-06-04 11:48:08
   453 |     2.9001 |     4.9613 |   0.00001000 |     3.4988 |  2026-06-04 11:48:10
   454 |     2.9003 |     4.9611 |   0.00001000 |     3.8842 |  2026-06-04 11:48:11
   455 |     2.8977 |     4.9623 |   0.00001000 |     3.6913 |  2026-06-04 11:48:12
   456 |     2.9053 |     4.9621 |   0.00001000 |     3.6974 |  2026-06-04 11:48:14
   457 |     2.9024 |     4.9621 |   0.00001000 |     3.0351 |  2026-06-04 11:48:15
   458 |     2.9026 |     4.9622 |   0.00001000 |     3.8293 |  2026-06-04 11:48:16
   459 |     2.8914 |     4.9619 |   0.00001000 |     3.5155 |  2026-06-04 11:48:18
   460 |     2.9014 |     4.9615 |   0.00001000 |     3.6140 |  2026-06-04 11:48:19
   461 |     2.8930 |     4.9616 |   0.00001000 |     3.5665 |  2026-06-04 11:48:20
   462 |     2.9007 |     4.9621 |   0.00001000 |     3.1367 |  2026-06-04 11:48:22
   463 |     2.8905 |     4.9627 |   0.00001000 |     3.4265 |  2026-06-04 11:48:23
   464 |     2.9007 |     4.9629 |   0.00001000 |     3.4753 |  2026-06-04 11:48:24
   465 |     2.8978 |     4.9622 |   0.00001000 |     2.9856 |  2026-06-04 11:48:26
   466 |     2.8950 |     4.9627 |   0.00001000 |     3.0887 |  2026-06-04 11:48:27
   467 |     2.8957 |     4.9627 |   0.00001000 |     3.3474 |  2026-06-04 11:48:28
   468 |     2.8932 |     4.9631 |   0.00001000 |     3.3156 |  2026-06-04 11:48:30
   469 |     2.8981 |     4.9624 |   0.00001000 |     3.7483 |  2026-06-04 11:48:31
   470 |     2.8931 |     4.9627 |   0.00001000 |     3.2293 |  2026-06-04 11:48:32
   471 |     2.9019 |     4.9623 |   0.00001000 |     4.1216 |  2026-06-04 11:48:34
   472 |     2.8958 |     4.9620 |   0.00001000 |     3.3643 |  2026-06-04 11:48:35
   473 |     2.8900 |     4.9625 |   0.00001000 |     2.8310 |  2026-06-04 11:48:37
   474 |     2.8906 |     4.9629 |   0.00001000 |     3.3213 |  2026-06-04 11:48:39
   475 |     2.8965 |     4.9629 |   0.00001000 |     3.2922 |  2026-06-04 11:48:40
   476 |     2.8942 |     4.9634 |   0.00001000 |     3.6037 |  2026-06-04 11:48:41
   477 |     2.8947 |     4.9637 |   0.00001000 |     3.4551 |  2026-06-04 11:48:43
   478 |     2.8921 |     4.9645 |   0.00001000 |     3.8679 |  2026-06-04 11:48:44
   479 |     2.8924 |     4.9637 |   0.00001000 |     3.5074 |  2026-06-04 11:48:45
   480 |     2.8904 |     4.9636 |   0.00001000 |     3.1278 |  2026-06-04 11:48:47
   481 |     2.8906 |     4.9636 |   0.00001000 |     3.2501 |  2026-06-04 11:48:48
   482 |     2.8950 |     4.9637 |   0.00001000 |     4.2162 |  2026-06-04 11:48:49
   483 |     2.8907 |     4.9642 |   0.00001000 |     3.7817 |  2026-06-04 11:48:51
   484 |     2.8881 |     4.9644 |   0.00001000 |     3.3334 |  2026-06-04 11:48:52
   485 |     2.8896 |     4.9644 |   0.00001000 |     3.3363 |  2026-06-04 11:48:54
   486 |     2.8938 |     4.9643 |   0.00001000 |     3.5181 |  2026-06-04 11:48:56
   487 |     2.8951 |     4.9642 |   0.00001000 |     3.1412 |  2026-06-04 11:48:58
   488 |     2.8969 |     4.9637 |   0.00001000 |     3.7439 |  2026-06-04 11:48:59
   489 |     2.8891 |     4.9646 |   0.00001000 |     3.5100 |  2026-06-04 11:49:00
   490 |     2.8884 |     4.9649 |   0.00001000 |     3.6523 |  2026-06-04 11:49:02
   491 |     2.8958 |     4.9648 |   0.00001000 |     3.7842 |  2026-06-04 11:49:03
   492 |     2.8973 |     4.9652 |   0.00001000 |     3.6964 |  2026-06-04 11:49:04
   493 |     2.8899 |     4.9648 |   0.00001000 |     3.0878 |  2026-06-04 11:49:06
   494 |     2.8904 |     4.9647 |   0.00001000 |     3.5414 |  2026-06-04 11:49:07
   495 |     2.8874 |     4.9645 |   0.00001000 |     3.0490 |  2026-06-04 11:49:08
   496 |     2.8851 |     4.9646 |   0.00001000 |     3.6205 |  2026-06-04 11:49:10
   497 |     2.8861 |     4.9645 |   0.00001000 |     3.1290 |  2026-06-04 11:49:11
   498 |     2.8867 |     4.9648 |   0.00001000 |     3.3049 |  2026-06-04 11:49:12
   499 |     2.8912 |     4.9644 |   0.00001000 |     3.7837 |  2026-06-04 11:49:13
   500 |     2.8872 |     4.9646 |   0.00001000 |     2.9402 |  2026-06-04 11:49:15
   501 |     2.8882 |     4.9643 |   0.00001000 |     3.4797 |  2026-06-04 11:49:17
   502 |     2.8864 |     4.9646 |   0.00001000 |     3.8310 |  2026-06-04 11:49:19
   503 |     2.8908 |     4.9650 |   0.00001000 |     3.0993 |  2026-06-04 11:49:20
   504 |     2.8889 |     4.9650 |   0.00001000 |     3.1589 |  2026-06-04 11:49:21
   505 |     2.8893 |     4.9653 |   0.00001000 |     3.7452 |  2026-06-04 11:49:22
   506 |     2.8886 |     4.9658 |   0.00001000 |     2.8523 |  2026-06-04 11:49:24
   507 |     2.8817 |     4.9667 |   0.00001000 |     3.5598 |  2026-06-04 11:49:25
   508 |     2.8869 |     4.9659 |   0.00001000 |     2.7830 |  2026-06-04 11:49:26
   509 |     2.8903 |     4.9657 |   0.00001000 |     3.8435 |  2026-06-04 11:49:28
   510 |     2.8852 |     4.9655 |   0.00001000 |     3.6499 |  2026-06-04 11:49:29
   511 |     2.8789 |     4.9659 |   0.00001000 |     3.4762 |  2026-06-04 11:49:30
   512 |     2.8838 |     4.9667 |   0.00001000 |     3.9281 |  2026-06-04 11:49:32
   513 |     2.8859 |     4.9663 |   0.00001000 |     3.7878 |  2026-06-04 11:49:33
   514 |     2.8854 |     4.9670 |   0.00001000 |     3.5980 |  2026-06-04 11:49:34
   515 |     2.8930 |     4.9673 |   0.00001000 |     3.0161 |  2026-06-04 11:49:36
   516 |     2.8815 |     4.9674 |   0.00001000 |     3.7736 |  2026-06-04 11:49:37
   517 |     2.8854 |     4.9670 |   0.00001000 |     3.3515 |  2026-06-04 11:49:38
   518 |     2.8837 |     4.9669 |   0.00001000 |     3.4586 |  2026-06-04 11:49:40
   519 |     2.8858 |     4.9669 |   0.00001000 |     3.6900 |  2026-06-04 11:49:41
   520 |     2.8869 |     4.9669 |   0.00001000 |     3.5317 |  2026-06-04 11:49:42
   521 |     2.8875 |     4.9667 |   0.00001000 |     2.9537 |  2026-06-04 11:49:44
   522 |     2.8804 |     4.9672 |   0.00001000 |     3.7286 |  2026-06-04 11:49:45
   523 |     2.8953 |     4.9670 |   0.00001000 |     3.8912 |  2026-06-04 11:49:47
   524 |     2.8831 |     4.9671 |   0.00001000 |     3.2070 |  2026-06-04 11:49:48
   525 |     2.8790 |     4.9675 |   0.00001000 |     3.3831 |  2026-06-04 11:49:49
   526 |     2.8840 |     4.9678 |   0.00001000 |     3.9253 |  2026-06-04 11:49:51
   527 |     2.8825 |     4.9676 |   0.00001000 |     3.7437 |  2026-06-04 11:49:53
   528 |     2.8871 |     4.9684 |   0.00001000 |     3.5801 |  2026-06-04 11:49:55
   529 |     2.8793 |     4.9683 |   0.00001000 |     3.8160 |  2026-06-04 11:49:57
   530 |     2.8884 |     4.9679 |   0.00001000 |     3.1509 |  2026-06-04 11:49:58
   531 |     2.8878 |     4.9673 |   0.00001000 |     3.0157 |  2026-06-04 11:49:59
   532 |     2.8862 |     4.9679 |   0.00001000 |     3.6083 |  2026-06-04 11:50:01
   533 |     2.8784 |     4.9688 |   0.00001000 |     3.3970 |  2026-06-04 11:50:03
   534 |     2.8853 |     4.9683 |   0.00001000 |     3.7117 |  2026-06-04 11:50:04
   535 |     2.8857 |     4.9683 |   0.00001000 |     3.8090 |  2026-06-04 11:50:06
   536 |     2.8767 |     4.9680 |   0.00001000 |     3.5389 |  2026-06-04 11:50:07
   537 |     2.8791 |     4.9679 |   0.00001000 |     3.1959 |  2026-06-04 11:50:08
   538 |     2.8799 |     4.9683 |   0.00001000 |     3.7429 |  2026-06-04 11:50:10
   539 |     2.8874 |     4.9683 |   0.00001000 |     3.1010 |  2026-06-04 11:50:13
   540 |     2.8829 |     4.9683 |   0.00001000 |     3.5483 |  2026-06-04 11:50:15
   541 |     2.8818 |     4.9687 |   0.00001000 |     4.0260 |  2026-06-04 11:50:18
   542 |     2.8755 |     4.9689 |   0.00001000 |     3.4118 |  2026-06-04 11:50:20
   543 |     2.8744 |     4.9687 |   0.00001000 |     3.1575 |  2026-06-04 11:50:22
   544 |     2.8825 |     4.9691 |   0.00001000 |     4.2242 |  2026-06-04 11:50:24
   545 |     2.8758 |     4.9691 |   0.00001000 |     3.4805 |  2026-06-04 11:50:26
   546 |     2.8814 |     4.9690 |   0.00001000 |     3.8566 |  2026-06-04 11:50:28
   547 |     2.8776 |     4.9688 |   0.00001000 |     3.3833 |  2026-06-04 11:50:30
   548 |     2.8843 |     4.9687 |   0.00001000 |     3.6373 |  2026-06-04 11:50:32
   549 |     2.8736 |     4.9699 |   0.00001000 |     4.0068 |  2026-06-04 11:50:34
   550 |     2.8765 |     4.9701 |   0.00001000 |     3.3349 |  2026-06-04 11:50:36
   551 |     2.8750 |     4.9699 |   0.00001000 |     3.3614 |  2026-06-04 11:50:38
   552 |     2.8794 |     4.9698 |   0.00001000 |     3.8172 |  2026-06-04 11:50:40
   553 |     2.8720 |     4.9697 |   0.00001000 |     3.3656 |  2026-06-04 11:50:42
   554 |     2.8742 |     4.9698 |   0.00001000 |     3.1047 |  2026-06-04 11:50:44
   555 |     2.8760 |     4.9699 |   0.00001000 |     3.3734 |  2026-06-04 11:50:46
   556 |     2.8727 |     4.9702 |   0.00001000 |     2.9247 |  2026-06-04 11:50:48
   557 |     2.8769 |     4.9705 |   0.00001000 |     2.6934 |  2026-06-04 11:50:50
   558 |     2.8750 |     4.9697 |   0.00001000 |     3.5661 |  2026-06-04 11:50:52
   559 |     2.8734 |     4.9699 |   0.00001000 |     3.8921 |  2026-06-04 11:50:54
   560 |     2.8653 |     4.9705 |   0.00001000 |     3.4140 |  2026-06-04 11:50:56
   561 |     2.8767 |     4.9703 |   0.00001000 |     3.5513 |  2026-06-04 11:50:58
